Benchmark Problem,Paradigm,Description,Precision,Hardware,Problem Size,Iterations,Wall Clock Time,CPU Time,Kernel Time,Neighbor Search Time,Position Update Time,Velocity Update Time,Force Update Time,Time Unit
NBody,Alpaka,,32,NVIDIA GH200,10.0,21.0,34197441.33550142,34196341.333333336,,0.0,9330952.57142857,9153980.095238095,10782054.095238095,ns
NBody,Alpaka,,32,NVIDIA GH200,100.0,13.0,51201344.230391376,51196425.84615385,,0.0,9458425.76923077,9821432.538461538,27027289.923076924,ns
NBody,Alpaka,,32,NVIDIA GH200,1000.0,1.0,750552873.0107472,750524544.0000001,,0.0,11546828.0,11273239.0,721789069.0,ns
NBody,Alpaka,,32,NVIDIA GH200,10000.0,1.0,9374030841.98013,9373637856.0,,0.0,12088315.0,11821158.0,9343861917.0,ns
NBody,Alpaka,,32,NVIDIA GH200,100000.0,1.0,143489334521.9898,143484633344.0,,0.0,13864825.0,12770629.0,143451460847.0,ns
NBody,Boost,,32,NVIDIA GH200,10.0,16.0,44921254.12434689,44036662.00000001,,0.0,4146556.0,3959464.0,5945410.0,ns
NBody,Boost,,32,NVIDIA GH200,100.0,12.0,56825192.74705555,56575021.33333332,,0.0,4045832.0,3917829.3333333335,17809682.666666668,ns
NBody,Boost,,32,NVIDIA GH200,1000.0,4.0,190926052.0042153,190915815.99999985,,0.0,4367656.0,4302104.0,150308296.0,ns
NBody,Boost,,32,NVIDIA GH200,10000.0,1.0,1547945553.0294218,1547873024.0000002,,0.0,4612960.0,4432800.0,1508467680.0,ns
NBody,Boost,,32,NVIDIA GH200,100000.0,1.0,45642994182.999245,45641349440.0,,0.0,6420160.0,6178304.0,45594698272.0,ns
NBody,Cuda,,32,NVIDIA GH200,10.0,18.0,39832434.72369698,39550684.44444444,,0.0,4037877.3471004227,3890643.579316222,5961550.242112328,ns
NBody,Cuda,,32,NVIDIA GH200,100.0,14.0,48885801.35801541,48793938.28571429,,0.0,4076720.0128507935,4012308.588550825,15094806.824877325,ns
NBody,Cuda,,32,NVIDIA GH200,1000.0,4.0,191385112.4991197,191372000.0,,0.0,5351384.028675966,4398135.993338656,155905007.1761012,ns
NBody,Cuda,,32,NVIDIA GH200,10000.0,1.0,1719386124.98343,1719136512.0,,0.0,5758079.986087978,4699199.979193509,1678159071.803093,ns
NBody,Cuda,,32,NVIDIA GH200,100000.0,1.0,17207373389.974236,17206566496.0,,0.0,6482015.9510709345,5087328.016757965,17166685350.41809,ns
NBody,Kokkos,Naive,32,NVIDIA GH200,10.0,26.0,26778190.616124235,26777377.230769224,,0.0,8417430.576923076,8181618.576923077,9829436.923076924,ns
NBody,Kokkos,Naive,32,NVIDIA GH200,100.0,18.0,38281193.88910838,38279637.33333332,,0.0,8474998.277777778,8784963.333333334,20668485.611111112,ns
NBody,Kokkos,Naive,32,NVIDIA GH200,1000.0,4.0,158652265.25056642,158645080.0,,0.0,8800556.0,9241449.0,140234801.25,ns
NBody,Kokkos,Naive,32,NVIDIA GH200,10000.0,1.0,1382400272.9961648,1379950752.0,,0.0,9117582.0,9777986.0,1358954609.0,ns
NBody,Kokkos,Naive,32,NVIDIA GH200,100000.0,1.0,19947802645.037884,19947028928.0,,0.0,10302785.0,11020740.0,19919116775.0,ns
NBody,Kokkos,Reduction,32,NVIDIA GH200,10.0,25.0,27510653.680656105,27509239.0399999,,0.0,8435731.76,8261277.2,10452191.12,ns
NBody,Kokkos,Reduction,32,NVIDIA GH200,100.0,25.0,27559971.280861646,27558675.200000096,,0.0,8458180.72,8290431.16,10446675.0,ns
NBody,Kokkos,Reduction,32,NVIDIA GH200,1000.0,22.0,32108852.54454545,32107280.00000012,,0.0,8748107.545454545,8626881.318181818,14350720.590909092,ns
NBody,Kokkos,Reduction,32,NVIDIA GH200,10000.0,3.0,230368728.01215696,230158154.66666588,,0.0,9055215.0,9530187.0,209459695.33333334,ns
NBody,Kokkos,Reduction,32,NVIDIA GH200,100000.0,1.0,18561831488.041206,18561082783.999996,,0.0,10267813.0,11049079.0,18530747844.0,ns
NBody,OpenCL,,32,NVIDIA GH200,10.0,33.0,21533883.6071279,21252392.727272727,,0.0,1.8634101217899856e+19,1.8763861917582256e+17,1.844646261877576e+22,ns
NBody,OpenCL,,32,NVIDIA GH200,100.0,20.0,33946893.34963914,33777401.6,,0.0,1.8634112589704372e+19,1.8764999097630688e+17,1.8446462618775755e+22,ns
NBody,OpenCL,,32,NVIDIA GH200,1000.0,4.0,167143583.99622142,167135863.9999999,,0.0,1.863411260079298e+19,1.8765000207827814e+17,1.8446462618775757e+22,ns
NBody,OpenCL,,32,NVIDIA GH200,10000.0,1.0,1518779046.0186079,1518660703.9999993,,0.0,1.8634112607440392e+19,1.876500087318114e+17,1.8446462618775757e+22,ns
NBody,OpenCL,,32,NVIDIA GH200,100000.0,1.0,45681986806.97242,45680141824.0,,0.0,1.863411259978842e+19,1.87650001070656e+17,1.8446462618775757e+22,ns
