file,dialect,loc,sloc,comment_lines,blank_lines,distinct_operators,distinct_operands,total_operators,total_operands,vocabulary,length,calculated_length,volume,difficulty,effort,time_seconds,delivered_bugs,program_level,language_level,dialect_distinct_operators,dialect_total_operators,dialect_distinct_operands,dialect_total_operands
src/common/AlignedAllocator.h,cpp,108,53,44,11,42,41,217,118,83,335,446.1369639460494,2135.6382095012195,60.4390243902439,129075.88983278102,7170.882768487834,0.7118794031670732,0.016545601291364002,0.5846457429368026,0,0,0,0
src/common/FileReader.cpp,cpp,23,18,2,3,13,22,47,36,35,83,146.21321194585474,425.7304904064322,10.636363636363637,4528.224307050234,251.5680170583463,0.14191016346881072,0.09401709401709402,3.763122897156716,0,0,0,0
src/common/FileReader.h,cpp,17,5,7,5,9,8,11,10,17,21,52.529325012980806,85.83671966625712,5.625,482.83154812269635,26.82397489570535,0.028612239888752375,0.17777777777777778,2.7128642264891143,0,0,0,0
src/common/TypeDefinitions.h,cpp,92,45,34,13,30,46,233,127,76,360,401.29056784687816,2249.2539048396907,41.41304347826087,93148.44975477415,5174.913875265231,0.7497513016132302,0.024146981627296588,1.3114875931250916,0,0,0,0
src/common/UtilityContainer.h,cpp,600,275,278,47,51,145,1304,895,196,2199,1330.3805104927117,16744.746947209343,157.39655172413794,2635565.428984036,146420.30161022424,5.581582315736448,0.006353379340563041,0.6759088947756207,0,0,0,0
src/common/UtilityFloatArithmetic.cpp,cpp,51,32,7,12,31,23,198,100,54,298,257.6220106113044,1714.9564756447135,67.39130434782608,115573.15379344807,6420.73076630267,0.5716521585482378,0.014838709677419357,0.3776116443771295,0,0,0,0
src/common/UtilityFloatArithmetic.h,cpp,122,33,77,12,33,36,123,70,69,193,352.58230599075216,1178.9452201581867,32.083333333333336,37824.49248007516,2101.360693337509,0.3929817400527289,0.031168831168831165,1.1453406085530702,0,0,0,0
src/common/cuda/Common_Structs.cuh,cuda,208,113,63,32,40,73,260,160,113,420,664.7343165937358,2864.4751642143788,43.83561643835616,125566.03459569879,6975.890810872155,0.9548250547381263,0.022812500000000003,1.4907019677830498,11,15,0,0
src/common/cuda/helper_math.h,cuda+hip,1178,986,91,101,50,54,6151,3704,104,9855,592.9567346055635,66032.83342228046,1714.8148148148148,113234081.01672538,6290782.278706965,22.010944474093485,0.0005831533477321815,0.02245564217066948,14,1136,0,0
src/common/cuda/helper_math_double.h,cuda,1174,982,91,101,44,53,6140,3703,97,9843,543.7947753118906,64962.9421056479,1537.0943396226414,99854170.59582475,5547453.921990264,21.654314035215965,0.0006505781553040532,0.027495691024789114,12,1134,0,0
src/common/hip/CheckHip.h,hip,22,14,6,2,24,13,42,19,37,61,158.14481635314195,317.77665530336594,17.538461538461537,5573.313646859033,309.62853593661293,0.10592555176778864,0.05701754385964913,1.03309200419877,5,5,0,0
src/common/opencl/OpenCLUtility.cpp,opencl,78,57,10,11,43,40,246,130,83,376,446.2065082476847,2397.0148261864438,69.875,167491.41097977775,9305.07838776543,0.7990049420621479,0.014311270125223614,0.4909384854628998,13,37,0,0
src/common/opencl/OpenCLUtility.h,opencl,44,17,20,7,20,19,42,22,39,64,167.14918465317538,338.2657420071839,11.578947368421053,3916.761223241077,217.59784573561538,0.11275524733572798,0.08636363636363636,2.523015141830442,4,7,0,0
src/common/vulkan/VulkanUtility.cpp,vulkan,185,136,31,18,55,99,609,360,154,969,974.2810896317376,7041.516157933359,100.0,704151.615793336,39119.53421074089,2.347172052644453,0.01,0.704151615793336,17,42,0,0
src/common/vulkan/VulkanUtility.h,vulkan,115,31,68,16,29,46,189,119,75,308,394.96529883732217,1918.4761566727311,37.51086956521739,71963.70887693038,3997.983826496132,0.6394920522242437,0.026658939437844104,1.363459185737217,4,11,0,0
src/matrixMultiplication/MatrixMultiplication.h,cpp,181,108,55,18,57,108,466,327,165,793,1062.0025810410448,5841.493515896932,86.29166666666666,504072.2113092727,28004.01173940404,1.9471645052989772,0.011588604538870112,0.7844877829698139,0,0,0,0
src/matrixMultiplication/acpp/Impl_AdaptiveCpp.cpp,sycl,54,44,2,8,42,54,266,169,96,435,537.2412568735352,2864.458687813703,65.72222222222223,188258.59042686727,10458.810579270405,0.9548195626045677,0.015215553677092137,0.6631596353037713,11,13,0,0
src/matrixMultiplication/acpp/Impl_AdaptiveCpp.h,sycl,27,18,0,9,24,23,59,34,47,93,214.08102500661903,516.5767632060202,17.73913043478261,9163.622582089403,509.0901434494113,0.17219225440200675,0.056372549019607844,1.641610845203676,1,1,0,0
src/matrixMultiplication/acpp/Impl_AdaptiveCppShr.cpp,sycl,86,71,3,12,47,67,362,247,114,609,667.4936517895196,4161.230018626327,86.63432835820896,360505.36780770926,20028.07598931718,1.3870766728754425,0.01154276854164872,0.554423585474857,13,17,0,0
src/matrixMultiplication/acpp/Impl_AdaptiveCppShr.h,sycl,27,18,0,9,24,23,59,34,47,93,214.08102500661903,516.5767632060202,17.73913043478261,9163.622582089403,509.0901434494113,0.17219225440200675,0.056372549019607844,1.641610845203676,1,1,0,0
src/matrixMultiplication/acpp/main.cpp,cpp,30,19,8,3,15,30,58,46,45,104,205.81007680238335,571.1527220182862,11.5,6568.256303210292,364.9031279561273,0.19038424067276208,0.08695652173913043,4.318735138134489,0,0,0,0
src/matrixMultiplication/alpaka/Impl_Alpaka.cpp,alpaka,91,76,1,14,51,66,407,235,117,642,688.2237043182042,4410.774149972546,90.79545454545455,400478.24384409824,22248.791324672125,1.4702580499908486,0.011013767209011264,0.5350404372390926,18,35,0,0
src/matrixMultiplication/alpaka/Impl_Alpaka.h,alpaka,54,30,12,12,29,35,117,63,64,180,320.4063544517734,1080.0,26.1,28188.0,1566.0,0.36,0.038314176245210725,1.5854141894569953,8,9,0,0
src/matrixMultiplication/alpaka/main.cpp,cpp,20,18,0,2,15,29,57,45,44,102,199.48480779282735,556.8620251010043,11.637931034482758,6480.721843847895,360.0401024359942,0.1856206750336681,0.08592592592592593,4.111459758441216,0,0,0,0
